"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"SCCA18","","Scopelophila cataractae","","","","","","","","",""
"SCLI13","","Scopelophila ligulata","","","","","","","","",""
"SCOPO","","Scopolia","","","","","","","","",""
"SCCA6","","Scopolia carniolica","Perennial","","","","","","","",""
"SCOPU","","Scopulophila","","","","","","","","",""
"SCRI2","","Scopulophila rixfordii","Perennial","","","","","","","",""
"SCORP2","","Scorpidium","","","","","","","","",""
"SCSC70","","Scorpidium scorpioides","","","","","","","","",""
"SCORP","","Scorpiurus","","","","","","","","",""
"SCMU3","","Scorpiurus muricatus","Annual","","","","","","","",""
"SCVE8","","Scorpiurus vermiculatus","","","","","","","","",""
"SCORZ","","Scorzonera","","","","","","","","",""
"SCHI2","","Scorzonera hispanica","Perennial","","","","","","","",""
"SCLA6","","Scorzonera laciniata","Perennial","","","","","","","",""
"SCOUL","","Scouleria","","","","","","","","",""
"SCAQ2","","Scouleria aquatica","","","","","","","","",""
"SCMA10","","Scouleria marginata","","","","","","","","",""
"SCSI8","","Scouleria siskiyouensis","","","","","","","","",""
"SCRIB","","Scribneria","","","","","","","","",""
"SCBO","","Scribneria bolanderi","Annual","","","","","","","",""
"SCROP","","Scrophularia","","","","","","","","",""
"SCAT3","","Scrophularia atrata","Perennial","","","","","","","",""
"SCAU7","","Scrophularia auriculata","Perennial","","","","","","","",""
"SCCA2","","Scrophularia californica","Perennial","","","","","","","",""
"SCCAC","","Scrophularia californica ssp. californica","Perennial","","","","","","","",""
"SCCAF2","","Scrophularia californica ssp. floribunda","Perennial","","","","","","","",""
"SCCA20","","Scrophularia canina","Perennial","","","","","","","",""
"SCCAC2","","Scrophularia canina ssp. canina","Perennial","","","","","","","",""
"SCCAH","","Scrophularia canina ssp. hoppii","Perennial","","","","","","","",""
"SCDE","","Scrophularia desertorum","Perennial","","","","","","","",""
"SCLA5","","Scrophularia laevis","Perennial","","","","","","","",""
"SCLA","","Scrophularia lanceolata","Perennial","","","","","","","",""
"SCMA7","","Scrophularia macrantha","Perennial","","","","","","","",""
"SCMA2","","Scrophularia marilandica","Perennial","","","","","","","",""
"SCMI8","","Scrophularia minutiflora","Perennial, AN","","","","","","","",""
"SCMO4","","Scrophularia montana","Perennial","","","","","","","",""
"SCNO2","","Scrophularia nodosa","Perennial","","","","","","","",""
"SCOR","","Scrophularia oregana","Perennial","","","","","","","",""
"SCPA6","","Scrophularia parviflora","Perennial","","","","","","","",""
"SCPE11","","Scrophularia peregrina","Annual","","","","","","","",""
"SCUM","","Scrophularia umbrosa","Perennial","","","","","","","",""
"SCVI","","Scrophularia villosa","Perennial","","","","","","","",""
"SCUTE","","Scutellaria","","","","","","","","",""
"SCCH2","","Scutellaria ×churchilliana","Perennial","","","","","","","",""
"SCAL2","","Scutellaria alabamensis","Perennial","","","","","","","",""
"SCAL3","","Scutellaria altamaha","Perennial","","","","","","","",""
"SCAL4","","Scutellaria altissima","Perennial","","","","","","","",""
"SCAN3","","Scutellaria angustifolia","Perennial","","","","","","","",""
"SCANA2","","Scutellaria angustifolia ssp. angustifolia","Perennial","","","","","","","",""
"SCANM","","Scutellaria angustifolia ssp. micrantha","Perennial","","","","","","","",""
"SCAN4","","Scutellaria antirrhinoides","Perennial","","","","","","","",""
"SCAR3","","Scutellaria arenicola","Perennial","","","","","","","",""
"SCAR4","","Scutellaria arguta","Perennial","","","","","","","",""
"SCBO2","","Scutellaria bolanderi","Perennial","","","","","","","",""
"SCBOA","","Scutellaria bolanderi ssp. austromontana","Perennial","","","","","","","",""
"SCBOB","","Scutellaria bolanderi ssp. bolanderi","Perennial","","","","","","","",""
"SCBR3","","Scutellaria brittonii","Perennial","","","","","","","",""
"SCBU","","Scutellaria bushii","Perennial","","","","","","","",""
"SCCA31","","Scutellaria caerulea","Perennial","","","","","","","",""
"SCCA3","","Scutellaria californica","Perennial","","","","","","","",""
"SCCA4","","Scutellaria cardiophylla","Annual","","","","","","","",""
"SCDR2","","Scutellaria drummondii","Annual","","","","","","","",""
"SCDRD","","Scutellaria drummondii var. drummondii","Annual","","","","","","","",""
"SCDRE","","Scutellaria drummondii var. edwardsiana","Annual","","","","","","","",""
"SCDRR","","Scutellaria drummondii var. runyonii","Annual","","","","","","","",""
"SCEL","","Scutellaria elliptica","Perennial","","","","","","","",""
"SCELE","","Scutellaria elliptica var. elliptica","Perennial","","","","","","","",""
"SCELH","","Scutellaria elliptica var. hirsuta","Perennial","","","","","","","",""
"SCFL4","","Scutellaria floridana","Perennial","","","","","","","",""
"SCGA","","Scutellaria galericulata","Perennial","","","","","","","",""
"SCGL4","","Scutellaria glabriuscula","Perennial","","","","","","","",""
"SCHA6","","Scutellaria havanensis","Perennial","","","","","","","",""
"SCIN","","Scutellaria incana","Perennial","","","","","","","",""
"SCINA","","Scutellaria incana var. australis","Perennial","","","","","","","",""
"SCINI2","","Scutellaria incana var. incana","Perennial","","","","","","","",""
"SCINP","","Scutellaria incana var. punctata","Perennial","","","","","","","",""
"SCIN2","","Scutellaria integrifolia","Perennial","","","","","","","",""
"SCLA4","","Scutellaria laevis","Perennial","","","","","","","",""
"SCLA2","","Scutellaria lateriflora","Perennial","","","","","","","",""
"SCLAL2","","Scutellaria lateriflora var. lateriflora","Perennial","","","","","","","",""
"SCMI6","","Scutellaria microphylla","Annual, Perennial","","","","","","","",""
"SCMO6","","Scutellaria montana","Perennial","","","","","","","",""
"SCMU4","","Scutellaria multiglandulosa","Perennial","","","","","","","",""
"SCMU2","","Scutellaria muriculata","Annual","","","","","","","",""
"SCNA","","Scutellaria nana","Perennial","","","","","","","",""
"SCNE2","","Scutellaria nervosa","Perennial","","","","","","","",""
"SCOC2","","Scutellaria ocmulgee","Perennial","","","","","","","",""
"SCOV","","Scutellaria ovata","Perennial","","","","","","","",""
"SCOVB","","Scutellaria ovata ssp. bracteata","Perennial","","","","","","","",""
"SCOVC2","","Scutellaria ovata ssp. cuthbertii","Perennial","","","","","","","",""
"SCOVM","","Scutellaria ovata ssp. mexicana","Perennial","","","","","","","",""
"SCOVO","","Scutellaria ovata ssp. ovata","Perennial","","","","","","","",""
"SCOVP","","Scutellaria ovata ssp. pseudoarguta","Perennial","","","","","","","",""
"SCOVR","","Scutellaria ovata ssp. rugosa","Perennial","","","","","","","",""
"SCOVR2","","Scutellaria ovata ssp. rupestris","Perennial","","","","","","","",""
"SCOVV2","","Scutellaria ovata ssp. venosa","Perennial","","","","","","","",""
"SCOVV3","","Scutellaria ovata ssp. virginiana","Perennial","","","","","","","",""
"SCPA7","","Scutellaria parvula","Perennial","","","","","","","",""
"SCPAA2","","Scutellaria parvula var. australis","Perennial","","","","","","","",""
"SCPAM","","Scutellaria parvula var. missouriensis","Perennial","","","","","","","",""
"SCPAP3","","Scutellaria parvula var. parvula","Perennial","","","","","","","",""
"SCPO5","","Scutellaria potosina","Perennial","","","","","","","",""
"SCPOP2","","Scutellaria potosina ssp. platyphylla","Perennial","","","","","","","",""
"SCPOP4","","Scutellaria potosina ssp. platyphylla var. platyphylla","Perennial","","","","","","","",""
"SCPOP3","","Scutellaria potosina ssp. potosina","Perennial","","","","","","","",""
"SCPOD","","Scutellaria potosina ssp. potosina var. davisiana","Perennial","","","","","","","",""
"SCPOG2","","Scutellaria potosina ssp. potosina var. grahamiana","Perennial","","","","","","","",""
"SCPOT","","Scutellaria potosina ssp. potosina var. tessellata","Perennial","","","","","","","",""
"SCPS","","Scutellaria pseudoserrata","Perennial","","","","","","","",""
"SCRA","","Scutellaria racemosa","Perennial","","","","","","","",""
"SCRE3","","Scutellaria resinosa","Perennial","","","","","","","",""
"SCSA6","","Scutellaria sapphirina","Perennial","","","","","","","",""
"SCSA5","","Scutellaria saxatilis","Perennial","","","","","","","",""
"SCSE5","","Scutellaria serrata","Perennial","","","","","","","",""
"SCSI6","","Scutellaria siphocampyloides","Perennial","","","","","","","",""
"SCTE15","","Scutellaria texana","Annual","","","","","","","",""
"SCTH","","Scutellaria thieretii","Annual","","","","","","","",""
"SCTU2","","Scutellaria tuberosa","Perennial","","","","","","","",""
"SCWR2","","Scutellaria wrightii","Perennial","","","","","","","",""
"SCUTU","","Scutula","","","","","","","","",""
"SCMI12","","Scutula miliaris","","","","","","","","",""
"SCST8","","Scutula stereocaulorum","","","","","","","","",""
"SCYBA","","Scybalium","","","","","","","","",""
"SCJA","","Scybalium jamaicense","Perennial","","","","","","","",""
"SCYPH","","Scyphiphora","","","","","","","","",""
"SCHY","","Scyphiphora hydrophylacea","Perennial","","","","","","","",""
"SCHY5","","Scyphiphora hydrophyllacea","","","","","","","","",""
"SEARS3","","Searsia","","","","","","","","",""
"SELA10","","Searsia lancea","","","","","","","","",""
"SEBAS2","","Sebastiania","","","","","","","","",""
"SEBI9","","Sebastiania bilocularis","Perennial","","","","","","","",""
"SECAL","","Secale","","","","","","","","",""
"SECE","","Secale cereale","Annual","Spring, Summer, Fall","Green","5.2","7.5","15","50","Intolerant","-43"
"SECHI","","Sechium","","","","","","","","",""
"SEED","","Sechium edule","Annual, Perennial","","","","","","","",""
"SECUR","","Securidaca","","","","","","","","",""
"SEDI6","","Securidaca diversifolia","Perennial","","","","","","","",""
"SEVI5","","Securidaca virgata","Perennial","","","","","","","",""
"SECUR3","","Securigera","","","","","","","","",""
"SECR8","","Securigera cretica","Annual","","","","","","","",""
"SEGL12","","Securigera globosa","Perennial","","","","","","","",""
"SEOR9","","Securigera orientalis","","","","","","","","",""
"SEPA17","","Securigera parviflora","","","","","","","","",""
"SESE80","","Securigera securidaca","Annual","","","","","","","",""
"SEVA4","","Securigera varia","Perennial","","","","","","","",""
"SEDEL","","Sedella","","","","","","","","",""
"SECO6","","Sedella congdonii","Annual","","","","","","","",""
"SELE7","","Sedella leiocarpa","Annual","","","","","","","",""
"SEPE3","","Sedella pentandra","Annual","","","","","","","",""
"SEPU4","","Sedella pumila","Annual","","","","","","","",""
"SEDUM","","Sedum","","","","","","","","",""
"SEAC","","Sedum acre","Perennial","","","","","","","",""
"SEAL2","","Sedum albomarginatum","Perennial","","","","","","","",""
"SEAL","","Sedum album","Perennial","","","","","","","",""
"SEAN4","","Sedum annuum","Annual, Biennial","","","","","","","",""
"SEBO2","","Sedum borschii","Biennial, Perennial","","","","","","","",""
"SECI6","","Sedum citrinum","Perennial","","","","","","","",""
"SECO","","Sedum cockerellii","Perennial","","","","","","","",""
"SEDA2","","Sedum dasyphyllum","Perennial","","","","","","","",""
"SEDE","","Sedum debile","Perennial","","","","","","","",""
"SEDE8","","Sedum dendroideum","Perennial","","","","","","","",""
"SEDI13","","Sedum diffusum","Perennial","","","","","","","",""
"SEDI","","Sedum divergens","Perennial","","","","","","","",""
"SEEA2","","Sedum eastwoodiae","Perennial","","","","","","","",""
"SEFO3","","Sedum forsterianum","","","","","","","","",""
"SEGL3","","Sedum glaucophyllum","Perennial","","","","","","","",""
"SEHA","","Sedum havardii","Perennial","","","","","","","",""
"SEHI","","Sedum hispanicum","Biennial","","","","","","","",""
"SEKA","","Sedum kamtschaticum","Perennial","","","","","","","",""
"SELA","","Sedum lanceolatum","Perennial","","","","","","","",""
"SELAL","","Sedum lanceolatum ssp. lanceolatum","Perennial","","","","","","","",""
"SELAN2","","Sedum lanceolatum ssp. nesioticum","Perennial","","","","","","","",""
"SELAS","","Sedum lanceolatum ssp. subalpinum","Perennial","","","","","","","",""
"SELA2","","Sedum laxum","Perennial","","","","","","","",""
"SELAF","","Sedum laxum ssp. flavidum","Perennial","","","","","","","",""
"SELAH","","Sedum laxum ssp. heckneri","Perennial","","","","","","","",""
"SELAL2","","Sedum laxum ssp. laxum","Perennial","","","","","","","",""
"SELE","","Sedum leibergii","Biennial, Perennial","","","","","","","",""
"SELI10","","Sedum lineare","Perennial","","","","","","","",""
"SEME3","","Sedum mexicanum","Perennial","","","","","","","",""
"SEMO2","","Sedum moranense","Perennial","","","","","","","",""
"SEMO5","","Sedum moranii","Perennial","","","","","","","",""
"SENA","","Sedum nanifolium","Perennial","","","","","","","",""
"SENE","","Sedum nevii","Perennial","","","","","","","",""
"SENI","","Sedum niveum","Perennial","","","","","","","",""
"SENU","","Sedum nuttallianum","Annual","","","","","","","",""
"SEOB3","","Sedum oblanceolatum","Perennial","","","","","","","",""
"SEOB","","Sedum obtusatum","Perennial","","","","","","","",""
"SEOBB","","Sedum obtusatum ssp. boreale","Perennial","","","","","","","",""
"SEOBO","","Sedum obtusatum ssp. obtusatum","Perennial","","","","","","","",""
"SEOBR","","Sedum obtusatum ssp. retusum","Perennial","","","","","","","",""
"SEOC","","Sedum ochroleucum","Perennial","","","","","","","",""
"SEOR","","Sedum oreganum","Perennial","","","","","","","",""
"SEORO","","Sedum oreganum ssp. oreganum","Perennial","","","","","","","",""
"SEORT","","Sedum oreganum ssp. tenue","Perennial","","","","","","","",""
"SEOR2","","Sedum oregonense","Perennial","","","","","","","",""
"SEPA15","","Sedum paradisum","Perennial","","","","","","","",""
"SEPR2","","Sedum praealtum","Perennial","","","","","","","",""
"SEPU","","Sedum pulchellum","Annual, Biennial, Perennial","","","","","","","",""
"SEPU6","","Sedum pusillum","Annual","","","","","","","",""
"SERA4","","Sedum radiatum","Annual","","","","","","","",""
"SERAC","","Sedum radiatum ssp. ciliosum","Annual","","","","","","","",""
"SERAD","","Sedum radiatum ssp. depauperatum","Annual","","","","","","","",""
"SERAR","","Sedum radiatum ssp. radiatum","Annual","","","","","","","",""
"SERE4","","Sedum reflexum","Perennial","","","","","","","",""
"SERU8","","Sedum rubrotinctum","","","","","","","","",""
"SERU3","","Sedum rupicola","Perennial","","","","","","","",""
"SESA","","Sedum sarmentosum","Perennial","","","","","","","",""
"SESE6","","Sedum sexangulare","Perennial","","","","","","","",""
"SESP","","Sedum spathulifolium","Perennial","","","","","","","",""
"SESPP","","Sedum spathulifolium ssp. pruinosum","Perennial","","","","","","","",""
"SESPP2","","Sedum spathulifolium ssp. purdyi","Perennial","","","","","","","",""
"SESPS","","Sedum spathulifolium ssp. spathulifolium","Perennial","","","","","","","",""
"SESPY","","Sedum spathulifolium ssp. yosemitense","Perennial","","","","","","","",""
"SEST","","Sedum stelliforme","Perennial","","","","","","","",""
"SEST2","","Sedum stenopetalum","Perennial","","","","","","","",""
"SESTM","","Sedum stenopetalum ssp. monanthum","Perennial","","","","","","","",""
"SESTS2","","Sedum stenopetalum ssp. stenopetalum","Perennial","","","","","","","",""
"SEST8","","Sedum stoloniferum","Perennial","","","","","","","",""
"SETE3","","Sedum ternatum","Perennial","","","","","","","",""
"SEVA5","","Sedum valens","Biennial","","","","","","","",""
"SEVI6","","Sedum villosum","Annual, Biennial, Perennial","","","","","","","",""
"SEWR","","Sedum wrightii","Perennial","","","","","","","",""
"SEWRP","","Sedum wrightii ssp. priscum","Perennial","","","","","","","",""
"SEWRW","","Sedum wrightii ssp. wrightii","Perennial","","","","","","","",""
"SEGES","","Segestria","","","","","","","","",""
"SELE12","","Segestria leptalea","","","","","","","","",""
"SEMA19","","Segestria mammillosa","","","","","","","","",""
"SEOC3","","Segestria octomera","","","","","","","","",""
"SERU9","","Segestria rubentior","","","","","","","","",""
"SEHIM2","","Sehima","","","","","","","","",""
"SEIS","","Sehima ischaemoides","","","","","","","","",""
"SENE2","","Sehima nervosum","","","","","","","","",""
"SELAG","","Selaginella","","","","","","","","",""
"SENE3","","Selaginella ×neomexicana","Perennial","","","","","","","",""
"SEAC4","","Selaginella acanthonota","Perennial","","","","","","","",""
"SEAP","","Selaginella apoda","Perennial","","","","","","","",""
"SEAR5","","Selaginella arbuscula","Perennial","","","","","","","",""
"SEAR","","Selaginella arenicola","Perennial","","","","","","","",""
"SEARA2","","Selaginella arenicola ssp. arenicola","Perennial","","","","","","","",""
"SEARR","","Selaginella arenicola ssp. riddellii","Perennial","","","","","","","",""
"SEAR2","","Selaginella arizonica","Perennial","","","","","","","",""
"SEAR6","","Selaginella armata","Perennial","","","","","","","",""
"SEAS","","Selaginella asprella","Perennial","","","","","","","",""
"SEBI","","Selaginella bigelovii","Perennial","","","","","","","",""
"SEBR3","","Selaginella braunii","Perennial","","","","","","","",""
"SECI5","","Selaginella ciliaris","Perennial","","","","","","","",""
"SECI7","","Selaginella ciliaris","Perennial","","","","","","","",""
"SECI","","Selaginella cinerascens","Perennial","","","","","","","",""
"SECO5","","Selaginella cordifolia","Perennial","","","","","","","",""
"SEDE4","","Selaginella deflexa","Perennial","","","","","","","",""
"SEDE2","","Selaginella densa","Perennial","","","","","","","",""
"SEDED","","Selaginella densa var. densa","Perennial","","","","","","","",""
"SEDES","","Selaginella densa var. scopulorum","Perennial","","","","","","","",""
"SEDES2","","Selaginella densa var. standleyi","Perennial","","","","","","","",""
"SEDO6","","Selaginella dorsicola","Perennial","","","","","","","",""
"SEDO","","Selaginella douglasii","Perennial","","","","","","","",""
"SEEA","","Selaginella eatonii","Perennial","","","","","","","",""
"SEEC","","Selaginella eclipes","Perennial","","","","","","","",""
"SEER","","Selaginella eremophila","Perennial","","","","","","","",""
"SEFL2","","Selaginella flabellata","Perennial","","","","","","","",""
"SEHA2","","Selaginella hansenii","Perennial","","","","","","","",""
"SEIN7","","Selaginella involvens","Perennial","","","","","","","",""
"SEKR","","Selaginella kraussiana","Perennial","","","","","","","",""
"SEKR2","","Selaginella krugii","Perennial","","","","","","","",""
"SELA5","","Selaginella laxifolia","Perennial","","","","","","","",""
"SELE2","","Selaginella lepidophylla","Perennial","","","","","","","",""
"SELE3","","Selaginella leucobryoides","Perennial","","","","","","","",""
"SELU3","","Selaginella ludoviciana","Perennial","","","","","","","",""
"SEME2","","Selaginella menziesii","Perennial","","","","","","","",""
"SEMU","","Selaginella mutica","Perennial","","","","","","","",""
"SEMUL","","Selaginella mutica var. limitanea","Perennial","","","","","","","",""
"SEMUM","","Selaginella mutica var. mutica","Perennial","","","","","","","",""
"SEOR3","","Selaginella oregana","Perennial","","","","","","","",""
"SEOV","","Selaginella ovifolia","Perennial","","","","","","","",""
"SEPA7","","Selaginella palauensis","Perennial","","","","","","","",""
"SEPE","","Selaginella peruviana","Perennial","","","","","","","",""
"SEPI","","Selaginella pilifera","Perennial","","","","","","","",""
"SEPL3","","Selaginella plana","Perennial","","","","","","","",""
"SEPL2","","Selaginella plumosa","Perennial","","","","","","","",""
"SEPS4","","Selaginella pseudovolkensii","Perennial","","","","","","","",""
"SERU","","Selaginella rupestris","Perennial","","","","","","","",""
"SERU2","","Selaginella rupincola","Perennial","","","","","","","",""
"SESA2","","Selaginella sandvicensis","Perennial","","","","","","","",""
"SESE","","Selaginella selaginoides","Perennial","","","","","","","",""
"SESI","","Selaginella sibirica","Perennial","","","","","","","",""
"SEST11","","Selaginella stellata","Perennial","","","","","","","",""
"SEST12","","Selaginella stipitata","","","","","","","","",""
"SESU2","","Selaginella subcaulescens","Perennial","","","","","","","",""
"SESU3","","Selaginella substipitata","Perennial","","","","","","","",""
"SETE8","","Selaginella tenella","Perennial","","","","","","","",""
"SETO","","Selaginella tortipila","Perennial","","","","","","","",""
"SEUM","","Selaginella umbrosa","Perennial","","","","","","","",""
"SEUN2","","Selaginella uncinata","Perennial","","","","","","","",""
"SEUN","","Selaginella underwoodii","Perennial","","","","","","","",""
"SEUT","","Selaginella utahensis","Perennial","","","","","","","",""
"SEVI","","Selaginella viridissima","Perennial","","","","","","","",""
"SEWA","","Selaginella wallacei","Perennial","","","","","","","",""
"SEWA2","","Selaginella watsonii","Perennial","","","","","","","",""
"SEWE3","","Selaginella weatherbiana","Perennial","","","","","","","",""
"SEWI","","Selaginella willdenowii","Perennial","","","","","","","",""
"SEWR2","","Selaginella wrightii","Perennial","","","","","","","",""
"SELEN","","Selenia","","","","","","","","",""
"SEAU","","Selenia aurea","Annual","","","","","","","",""
"SEDI2","","Selenia dissecta","Annual","","","","","","","",""
"SEGR2","","Selenia grandis","Annual","","","","","","","",""
"SEJO","","Selenia jonesii","Annual","","","","","","","",""
"SEJOJ","","Selenia jonesii var. jonesii","Annual","","","","","","","",""
"SEJOO","","Selenia jonesii var. obovata","Annual","","","","","","","",""
"SELEN2","","Selenicereus","","","","","","","","",""
"SECO16","","Selenicereus coniflorus","Perennial","","","","","","","",""
"SEGR10","","Selenicereus grandiflorus","Perennial","","","","","","","",""
"SEIN9","","Selenicereus innesii","","","","","","","","",""
"SEPT","","Selenicereus pteranthus","Perennial","","","","","","","",""
"SESP8","","Selenicereus spinulosus","Perennial","","","","","","","",""
"SELIG2","","Seligeria","","","","","","","","",""
"SEAC8","","Seligeria acutifolia","","","","","","","","",""
"SEBR5","","Seligeria brevifolia","","","","","","","","",""
"SECA15","","Seligeria calcarea","","","","","","","","",""
"SECA16","","Seligeria campylopoda","","","","","","","","",""
"SECA17","","Seligeria careyana","","","","","","","","",""
"SEDI12","","Seligeria diversifolia","","","","","","","","",""
"SEDO4","","Seligeria donniana","","","","","","","","",""
"SEOE","","Seligeria oelandica","","","","","","","","",""
"SEPO7","","Seligeria polaris","","","","","","","","",""
"SEPU14","","Seligeria pusilla","","","","","","","","",""
"SERE6","","Seligeria recurvata","","","","","","","","",""
"SESU70","","Seligeria subimmersa","","","","","","","","",""
"SETR7","","Seligeria tristichoides","","","","","","","","",""
"SELIN","","Selinocarpus","","","","","","","","",""
"SEAN","","Selinocarpus angustifolius","Perennial","","","","","","","",""
"SEDI3","","Selinocarpus diffusus","Perennial","","","","","","","",""
"SELA3","","Selinocarpus lanceolatus","Perennial","","","","","","","",""
"SEMA17","","Selinocarpus maloneanus","Perennial","","","","","","","",""
"SENE5","","Selinocarpus nevadensis","Perennial","","","","","","","",""
"SEPA","","Selinocarpus parvifolius","Perennial","","","","","","","",""
"SELIN2","","Selinum","","","","","","","","",""
"SECA20","","Selinum carvifolia","Perennial","","","","","","","",""
"SEMAT","","Sematophyllum","","","","","","","","",""
"SEAD3","","Sematophyllum adnatum","","","","","","","","",""
"SEDE7","","Sematophyllum demissum","","","","","","","","",""
"SEMA13","","Sematophyllum marylandicum","","","","","","","","",""
"SESU11","","Sematophyllum subpinnatum","","","","","","","","",""
"SEMEC2","","Semecarpus","","","","","","","","",""
"SEAN7","","Semecarpus anacardium","","","","","","","","",""
"SECA14","","Semecarpus cassuvium","","","","","","","","",""
"SEVE6","","Semecarpus venenosus","Perennial","","","","","","","",""
"SEMIA","","Semiarundinaria","","","","","","","","",""
"SEFA3","","Semiarundinaria fastuosa","","","","","","","","",""
"SEMPE","","Sempervivum","","","","","","","","",""
"SETE5","","Sempervivum tectorum","Perennial","","","","","","","",""
"SENEC","","Senecio","","","","","","","","",""
"SEAC2","","Senecio actinella","Perennial","","","","","","","",""
"SEAM","","Senecio amplectens","Perennial","","","","","","","",""
"SEAMA","","Senecio amplectens var. amplectens","Perennial","","","","","","","",""
"SEAMH","","Senecio amplectens var. holmii","Perennial","","","","","","","",""
"SEAM2","","Senecio ampullaceus","Annual","","","","","","","",""
"SEAP2","","Senecio aphanactis","Annual","","","","","","","",""
"SEAQ","","Senecio aquaticus","Biennial, Perennial","","","","","","","",""
"SEAQB","","Senecio aquaticus ssp. barbareifolius","Perennial, Biennial","","","","","","","",""
"SEAR3","","Senecio arizonicus","Perennial","","","","","","","",""
"SEAR4","","Senecio aronicoides","Biennial, Perennial","","","","","","","",""
"SEAS2","","Senecio astephanus","Perennial","","","","","","","",""
"SEAT","","Senecio atratus","Perennial","","","","","","","",""
"SEBI2","","Senecio bigelovii","Perennial","","","","","","","",""
"SEBIB","","Senecio bigelovii var. bigelovii","Perennial","","","","","","","",""
"SEBIH","","Senecio bigelovii var. hallii","Perennial","","","","","","","",""
"SEBL","","Senecio blochmaniae","Perennial","","","","","","","",""
"SECA","","Senecio californicus","Annual","","","","","","","",""
"SECA7","","Senecio cannabifolius","Perennial","","","","","","","",""
"SECA5","","Senecio cannabinifolius","Perennial","","","","","","","",""
"SECI2","","Senecio cineraria","Perennial","","","","","","","",""
"SECL","","Senecio clarkianus","Perennial","","","","","","","",""
"SECO2","","Senecio congestus","Annual, Biennial","","","","","","","",""
"SECR","","Senecio crassulus","Perennial","","","","","","","",""
"SEEL","","Senecio elegans","Annual","","","","","","","",""
"SEEL2","","Senecio elmeri","Perennial","","","","","","","",""
"SEER2","","Senecio eremophilus","Perennial","","","","","","","",""
"SEERE","","Senecio eremophilus var. eremophilus","Perennial","","","","","","","",""
"SEERK","","Senecio eremophilus var. kingii","Perennial","","","","","","","",""
"SEERM","","Senecio eremophilus var. macdougalii","Perennial","","","","","","","",""
"SEER4","","Senecio ertterae","Annual","","","","","","","",""
"SEER5","","Senecio erucifolius","Perennial","","","","","","","",""
"SEFL3","","Senecio flaccidus","Perennial","","","","","","","",""
"SEFLD","","Senecio flaccidus var. douglasii","Perennial","","","","","","","",""
"SEFLF","","Senecio flaccidus var. flaccidus","Perennial","","","","","","","",""
"SEFLM","","Senecio flaccidus var. monoensis","Perennial","","","","","","","",""
"SEFR3","","Senecio fremontii","Perennial","","","","","","","",""
"SEFRB","","Senecio fremontii var. blitoides","Perennial","","","","","","","",""
"SEFRF","","Senecio fremontii var. fremontii","Perennial","","","","","","","",""
"SEFRI","","Senecio fremontii var. inexpectatus","Perennial","","","","","","","",""
"SEFRO","","Senecio fremontii var. occidentalis","Perennial","","","","","","","",""
"SEGR11","","Senecio grandifolius","","","","","","","","",""
"SEHY","","Senecio hydrophiloides","Biennial, Perennial","Spring and Summer","Green","5.0","7.5","12","24","Tolerant","-28"
"SEHY2","","Senecio hydrophilus","Perennial, Biennial","","","","","","","",""
"SEIN10","","Senecio inaequidens","Perennial","","","","","","","",""
"SEIN2","","Senecio integerrimus","Biennial, Perennial","Spring and Summer","Dark Green","6.5","8.5","10","24","Intermediate","-38"
"SEINE","","Senecio integerrimus var. exaltatus","Biennial, Perennial","","","","","","","",""
"SEINI","","Senecio integerrimus var. integerrimus","Perennial, Biennial","","","","","","","",""
"SEINM","","Senecio integerrimus var. major","Biennial, Perennial","","","","","","","",""
"SEINO","","Senecio integerrimus var. ochroleucus","Perennial, Biennial","","","","","","","",""
"SEINS","","Senecio integerrimus var. scribneri","Biennial, Perennial","","","","","","","",""
"SEIN6","","Senecio integrifolius","","","","","","","","",""
"SEJA","","Senecio jacobaea","Perennial","","","","","","","",""
"SELE8","","Senecio lemmonii","Perennial","","","","","","","",""
"SELI","","Senecio linearifolius","Perennial","","","","","","","",""
"SELIL","","Senecio linearifolius var. linearifolius","Perennial","","","","","","","",""
"SELU","","Senecio lugens","Perennial","","","","","","","",""
"SELY","","Senecio lyonii","Perennial","","","","","","","",""
"SEMA15","","Senecio madagascariensis","Annual, Biennial","","","","","","","",""
"SEMA14","","Senecio magnificus","","","","","","","","",""
"SEMA20","","Senecio mandraliscae","","","","","","","","",""
"SEME","","Senecio megacephalus","Perennial","","","","","","","",""
"SEMO3","","Senecio mohavensis","Annual","","","","","","","",""
"SEMU9","","Senecio multidentatus","Perennial","","","","","","","",""
"SEMUH","","Senecio multidentatus var. huachucanus","Perennial","","","","","","","",""
"SEMU10","","Senecio murrayi","","","","","","","","",""
"SEMU12","","Senecio musiniensis","Perennial","","","","","","","",""
"SENE6","","Senecio neowebsteri","Perennial","","","","","","","",""
"SEPA9","","Senecio palmensis","","","","","","","","",""
"SEPA2","","Senecio parryi","Perennial","","","","","","","",""
"SEPA3","","Senecio pattersonensis","Perennial","","","","","","","",""
"SEPS","","Senecio pseudoarnica","Perennial","","","","","","","",""
"SEPU3","","Senecio pudicus","Annual, Perennial","","","","","","","",""
"SEQU3","","Senecio quaylei","Annual","","","","","","","",""
"SERA","","Senecio rapifolius","Perennial","","","","","","","",""
